"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	","	"street"	"to"	"DT"	"TO"	"VB"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"watch"	"of"	"DT"	"IN"	"NNS"	"lines"	"prep_on"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"a"	"of"	"of"	"JJ"	"IN"	"NNS"	"line"	"prep_of"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"in"	"second"	"of"	"DT"	"IN"	"JJ"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"food"	"X"	"X"	"be"	"NN"	"VBP"	"RB"	"lines"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"into"	"crash"	"."	"DT"	"."	"X"	"line"	"prep_into"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"checkout"	"supermarket"	"long"	"be"	"NN"	"VBZ"	"DT"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"watch"	"say"	"of"	"DT"	"IN"	"NNS"	"line"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"create"	"_t"	"win"	"at"	"VB"	"IN"	"DT"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"end"	"--"	"DT"	":"	"CC"	"line"	"prep_of"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"a"	"be"	"there"	"of"	"DT"	"IN"	"JJ"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"jostle"	"mule"	","	"IN"	","	"DT"	"line"	"prep_in"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"create"	","	"and"	"JJ"	"CC"	"VBG"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"have"	"to"	"source"	"up"	"VB"	"RP"	"JJ"	"lined"	"xcomp"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"ticket-counter"	"long"	"where"	"have"	"JJ"	"VBP"	"VBN"	"lines"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"usual"	"the"	"in"	"."	"JJ"	"."	"X"	"lines"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"a"	"in"	"another"	"of"	"DT"	"IN"	"JJ"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"green"	"move"	"form"	"that"	"JJ"	"WDT"	"VBD"	"lines"	"nsubj"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"checkout"	"X"	"X"	"slow"	"NN"	"JJ"	"TO"	"lines"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"wait"	"the"	","	"IN"	","	"WDT"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"sometimes"	"``"	"stretch"	"DT"	"VBZ"	"CD"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"block-long"	"a"	"in"	"outside"	"JJ"	"IN"	"NN"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"first"	"the"	","	"IN"	","	"PRP"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"room"	"_"	"lady"	"during"	"NN"	"IN"	"DT"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"no"	"have"	","	"and"	"DT"	"CC"	"DT"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"X"	"X"	"X"	"turn"	"X"	"VBP"	"NNS"	"lines"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"no"	"have"	"it"	"and"	"DT"	"CC"	"DT"	"line"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"receive"	"of"	"worthy"	"and"	"VBG"	"CC"	"NN"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"endless"	"an"	"monitor"	"of"	"JJ"	"IN"	"NNS"	"line"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"wait"	"he"	"at"	"IN"	"IN"	"DT"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"welfare"	"long"	"have"	","	"NN"	","	"CC"	"lines"	"dobj"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"the"	"lengthen"	"of"	"JJ"	"IN"	"NNS"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"wait"	"folk"	"to"	"IN"	"TO"	"VB"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"one"	"show"	"``"	"of"	"CD"	"IN"	"NNS"	"line"	"dobj"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"face"	"will"	"at"	"JJ"	"IN"	"PRP$"	"lines"	"dobj"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"checkout"	"in"	"wait"	"."	"NN"	"."	"X"	"lines"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"sixth"	"be"	","	"IN"	","	"``"	"line"	"prep_in"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"X"	"X"	"form"	"JJ"	"VBN"	"IN"	"lines"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"food"	"cafeteria-style"	"its"	"."	"NN"	"."	"X"	"line"	"prep_to"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"a"	"to"	"shackle"	"of"	"DT"	"IN"	"DT"	"line"	"prep_to"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"teller"	":"	"tennyson"	"of"	"NN"	"IN"	"CD"	"lines"	"dep"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"any"	"see"	"be"	"at"	"DT"	"IN"	"JJ"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"jump"	"can"	"at"	"DT"	"IN"	"JJ"	"line"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"last"	"the"	"."	"IN"	"."	"X"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"passport"	"the"	"in"	"at"	"NN"	"IN"	"NN"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"front"	"."	"DT"	"."	"``"	"line"	"prep_of"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"snail"	","	"long"	"in"	"VBG"	"IN"	"NN"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"group"	"first"	"for"	"IN"	"IN"	"DT"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"wait"	"he"	"for"	"IN"	"IN"	"DT"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"break"	"_t"	"."	"DT"	"."	"X"	"line"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"logical"	"in"	"man"	"to"	"JJ"	"TO"	"DT"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"wait"	"mother"	"for"	"IN"	"IN"	"PRP$"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"double-hamburger"	"new"	"a"	"the"	"NN"	"DT"	"NN"	"line"	"xsubj"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"X"	"X"	"of"	"JJ"	"IN"	"NNS"	"lines"	"xsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"mile-long"	"in"	"wait"	"at"	"JJ"	"IN"	"DT"	"lines"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"a"	"to"	"leave"	"of"	"DT"	"IN"	"JJ"	"line"	"prep_to"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"shorten"	"indeed"	"at"	"DT"	"IN"	"NNS"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	","	"rather"	"X"	"would"	","	"MD"	"VB"	"lines"	"nsubj"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"a"	"be"	"of"	"JJ"	"IN"	"JJ"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"trace"	"they"	"of"	"DT"	"IN"	"NN"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"wait"	"to"	"to"	"IN"	"TO"	"VB"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"front"	"in"	"DT"	"IN"	"VBG"	"line"	"prep_of"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"police"	"through"	"storm"	"to"	"NN"	"TO"	"VB"	"lines"	"prep_through"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"by"	"judge"	"at"	"DT"	"IN"	"DT"	"lines"	"agent"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"credit"	"push"	"and"	"with"	"NN"	"IN"	"DT"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"get"	"to"	"like"	"IN"	"IN"	"NN"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"same"	"the"	"in"	"with"	"JJ"	"IN"	"NN"	"line"	"prep_in"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"checkout"	"through"	"breeze"	"."	"NN"	"."	"X"	"lines"	"prep_through"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"straight"	"a"	"into"	","	"JJ"	","	"``"	"line"	"prep_into"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"counter"	"ticket"	"madden"	","	"NN"	","	"IN"	"lines"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	1	"on"	"wait"	"to"	"."	"IN"	"."	"``"	"line"	"prep_on"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	","	"office"	"of"	"DT"	"IN"	"NNS"	"line"	"nsubj"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"in"	"wait"	"while"	"JJ"	"IN"	"JJ"	"lines"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"reception"	"a"	"through"	"of"	"NN"	"IN"	"NN"	"line"	"prep_through"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"reception"	"a"	"through"	"of"	"NN"	"IN"	"NN"	"line"	"prep_through"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"a"	"be"	"of"	"JJ"	"IN"	"NNS"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"a"	","	"cashier"	"quickly"	"DT"	"RB"	"VBZ"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"wait"	"he"	"to"	"IN"	"TO"	"VB"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"position"	"even"	"to"	"IN"	"TO"	"VB"	"line"	"prep_in"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"many"	"of"	"be"	"JJ"	"VBZ"	"IN"	"lines"	"prep_of"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"food"	"reach"	"_t"	"yet"	"NN"	"RB"	":"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"another"	"yet"	"in"	"."	"DT"	"."	"X"	"line"	"prep_in"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"a"	"in"	"of"	"JJ"	"IN"	"JJ"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"food"	"_s"	"poland"	"could"	"NN"	"MD"	"VB"	"lines"	"xsubj"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"a"	","	"of"	"JJ"	"IN"	"NNS"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"hour-long"	"in"	"stand"	"."	"JJ"	"."	"X"	"lines"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"back"	"."	"DT"	"."	"X"	"line"	"prep_of"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"mean"	"that"	"and"	"DT"	"CC"	"NN"	"lines"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"gas"	"1970s-style"	"to"	"."	"NN"	"."	"X"	"lines"	"prep_to"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"and"	","	"gimmick"	"everywhere"	"CC"	"RB"	"VBP"	"lines"	"nsubj"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"a"	"behind"	"of"	"JJ"	"IN"	"NNS"	"line"	"prep_behind"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"payout-window"	"X"	"X"	","	"NN"	","	"RB"	"lines"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"the"	"shorten"	"can"	"for"	"DT"	"IN"	"VBG"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"wait"	"she"	"for"	"IN"	"IN"	"JJR"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"old"	"two"	"the"	"of"	"JJS"	"IN"	"NNS"	"lines"	"dobj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"in"	"wait"	"be"	"for"	"IN"	"IN"	"DT"	"line"	"prep_in"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"only"	"the"	"X"	"be"	"JJ"	"VBZ"	"IN"	"line"	"nsubj"
"formation"	0	0	0	0	0	0	0	0	0	0	0	"this"	"think"	"i"	"of"	"DT"	"IN"	"NNS"	"line"	"nsubjpass"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"in"	"catch"	"would"	"JJ"	"MD"	"VB"	"lines"	"prep_in"
"formation"	0	0	1	0	0	0	0	0	0	0	0	"long"	"and"	"mud"	"of"	"JJ"	"IN"	"NN"	"lines"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"back"	"with"	"DT"	"IN"	"DT"	"line"	"prep_on"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"ordinary"	"to"	","	"NN"	","	"NNS"	"lines"	"prep_to"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	0	","	"."	"NN"	"."	"X"	"lines"	"appos"
"phone"	0	0	0	0	0	0	1	0	0	1	0	"-"	"subscriber"	"the"	"charge"	":"	"NN"	","	"line"	"nn"
"phone"	0	0	0	0	0	0	1	0	0	1	0	"-"	"subscriber"	"the"	"charge"	":"	"NN"	","	"line"	"nn"
"phone"	0	0	0	1	0	0	1	0	0	1	0	"subscriber"	"pay"	"to"	"charge"	"NN"	"NNS"	"."	"line"	"nn"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"dedicated"	"upon"	"--"	"NN"	":"	"PRP$"	"lines"	"prep_upon"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"private"	"rend"	"and"	"NN"	"CC"	"VB"	"lines"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"million"	6	"will"	"NN"	"MD"	"VB"	"lines"	"dep"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"direct"	"for"	"apply"	"to"	"JJ"	"TO"	"DT"	"lines"	"prep_for"
"phone"	0	0	0	1	0	1	0	0	0	0	0	"open"	"fed"	"the"	"with"	"VBZ"	"IN"	"DT"	"lines"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	1	0	"-"	"telephone"	"develop"	"switching"	":"	"NN"	"CC"	"line"	"nn"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"the"	"use"	"be"	"."	"DT"	"."	"X"	"line"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"six"	"have"	"we"	","	"CD"	","	"CC"	"lines"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"access"	"new"	0	"."	"NN"	"."	"X"	"lines"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"same"	"the"	"along"	"at"	"JJ"	"IN"	"DT"	"lines"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"include"	","	"."	"NN"	"."	"X"	"lines"	"prep_including"
"phone"	0	0	0	0	0	0	0	0	0	0	0	80	"than"	"few"	"and"	"CD"	"CC"	"VBD"	"lines"	"prep_with"
"phone"	0	0	0	0	0	0	0	0	0	0	0	24	"as"	"many"	"and"	"CD"	"CC"	"CD"	"lines"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"the"	"X"	"X"	"be"	"DT"	"VBD"	"JJ"	"line"	"nsubj"
"phone"	0	0	0	0	0	0	1	0	0	1	0	"-"	"subscriber"	"the"	"charge"	":"	"NN"	"IN"	"line"	"dep"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"more"	","	","	"NN"	","	"RBR"	"lines"	"appos"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"over"	"usually"	","	"NN"	","	"TO"	"lines"	"prep_over"
"phone"	0	0	0	0	0	0	0	0	0	1	0	"toll-free"	"a"	"provide"	"for"	"JJ"	"IN"	"PRP$"	"line"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	1	0	"help"	"toll-free"	"its"	"."	"NN"	"."	"X"	"line"	"root"
"phone"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"people"	"in"	"DT"	"IN"	"RB"	"line"	"prep_on"
"phone"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"be"	"and"	"DT"	"CC"	"DT"	"line"	"prep_on"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"chat"	"a"	"be"	"."	"NN"	"."	"X"	"line"	"root"
"phone"	0	0	0	1	0	0	1	0	0	1	0	"subscriber"	"``"	"monthly"	"charge"	"NN"	"NN"	"``"	"line"	"nn"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"cost"	"to"	"DT"	"TO"	"PRP$"	"lines"	"prep_of"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"over"	"them"	"."	"NN"	"."	"X"	"lines"	"prep_over"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"over"	"other"	"--"	"NN"	":"	"DT"	"lines"	"prep_over"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"necessary"	"of"	"."	"NN"	"."	"X"	"lines"	"prep_of"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"by"	"software"	"from"	"NN"	"IN"	"DT"	"lines"	"prep_by"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"across"	"communicate"	","	"NN"	","	"IN"	"lines"	"prep_across"
"phone"	0	0	0	1	0	0	0	0	0	1	1	"telephone"	"a"	"on"	"available"	"NN"	"JJ"	"RB"	"line"	"prep_on"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"their"	"from"	"."	"NN"	"."	"X"	"lines"	"prep_from"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"toll-free"	"up"	"in"	"NN"	"IN"	"NN"	"lines"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"long-distance"	"lease"	"that"	"NN"	"WDT"	"VBP"	"lines"	"nsubj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	0	","	","	"NN"	","	"IN"	"lines"	"appos"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"secured"	"an"	"over"	"while"	"JJ"	"IN"	"NN"	"line"	"prep_over"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"end"	","	"DT"	","	"``"	"line"	"prep_of"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"``"	"secure"	"that"	"NN"	"WDT"	"MD"	"lines"	"nsubjpass"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"direct"	"a"	"secure"	"to"	"JJ"	"TO"	"NN"	"line"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"over"	"economically"	"."	"NN"	"."	"X"	"lines"	"prep_over"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"direct"	"by"	"connect"	"to"	"JJ"	"TO"	"RB"	"line"	"agent"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"access"	500	","	"in"	"NN"	"IN"	"CD"	"lines"	"appos"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"the"	"on"	"be"	"invite"	"DT"	"VBG"	"PRP"	"line"	"nsubj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"through"	"meter"	"."	"NN"	"."	"X"	"lines"	"prep_through"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"direct"	"a"	"when"	"to"	"JJ"	"TO"	"DT"	"line"	"nsubj"
"phone"	0	0	0	0	0	0	0	0	0	1	0	"trading"	"direct"	"with"	"to"	"NN"	"TO"	"DT"	"lines"	"prep_with"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"long-distance"	"_s"	"t"	"to"	"JJ"	"TO"	"VB"	"lines"	"rcmod"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"clog"	"through"	"during"	"NN"	"IN"	"DT"	"lines"	"prep_through"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	900	"special"	"call"	"NN"	"VBN"	"``"	"line"	"conj_and"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"complaint"	"toll-free"	"establish"	","	"NN"	","	"CC"	"lines"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"be"	"."	"DT"	"."	"X"	"line"	"prep_on"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"one"	"than"	"more"	","	"CD"	","	"JJ"	"line"	"prep_with"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"X"	"X"	"X"	"out"	"X"	"RP"	"VBD"	"lines"	"nsubjpass"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"cross"	"to"	"prone"	"."	"VBN"	"."	"X"	"lines"	"prep_to"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"subscriber"	"for"	"system"	"."	"NN"	"."	"X"	"lines"	"prep_for"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"trading"	"install"	"have"	"to"	"NN"	"TO"	"IN"	"lines"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"X"	"X"	"X"	"mysteriously"	"X"	"RB"	"VBP"	"lines"	"nsubj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"toll-free"	"sufficient"	"to"	"NN"	"TO"	"VB"	"lines"	"dobj"
"phone"	0	0	0	0	0	0	1	0	0	0	0	"a"	"keep"	"who"	"open"	"DT"	"JJ"	"VBG"	"line"	"nsubj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"whose"	"party"	"reach"	"be"	"WP$"	"VBP"	"JJ"	"lines"	"nsubj"
"phone"	0	0	0	0	0	0	1	0	0	0	0	"a"	"hold"	"if"	"open"	"DT"	"JJ"	"IN"	"line"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"direct"	"use"	"will"	"to"	"JJ"	"TO"	"NNS"	"lines"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"seek"	"be"	"have"	"to"	"VBG"	"TO"	"DT"	"lines"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	1	1	"telephone"	"another"	"on"	"."	"NN"	"."	"X"	"line"	"prep_on"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"more"	"or"	","	"NN"	","	"VBG"	"lines"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"by"	"wire"	"."	"NN"	"."	"X"	"line"	"prep_by"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"private"	"some"	"for"	"."	"JJ"	"."	"X"	"lines"	"prep_for"
"phone"	0	0	0	1	0	1	0	0	0	0	0	"open"	"maintain"	"firm"	"both"	"JJ"	"DT"	"TO"	"lines"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"inquiry"	800	"special"	"for"	"NN"	"IN"	"NNS"	"line"	"dobj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"local"	"certain"	"for"	"that"	"JJ"	"WDT"	"VBP"	"lines"	"nsubj"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"access"	0	","	"in"	"NN"	"IN"	"JJ"	"lines"	"conj_and"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"the"	","	"at"	"NN"	"IN"	"JJ"	"lines"	"nsubj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"the"	"clog"	"have"	"just"	"DT"	"RB"	"TO"	"lines"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"toll-free"	"_s"	","	"NN"	","	"VBG"	"lines"	"dobj"
"phone"	0	0	0	1	0	0	1	0	0	1	0	"customer"	"_s"	"company"	"increase"	"NN"	"VBD"	"RB"	"lines"	"nsubj"
"phone"	0	0	0	0	0	0	0	0	0	0	0	"new"	0	","	"by"	"JJ"	"IN"	"JJ"	"lines"	"appos"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"customer"	"new"	0	"in"	"NN"	"IN"	"DT"	"lines"	"appos"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"complaint"	"consumer"	"a"	"and"	"NN"	"CC"	"DT"	"line"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"customer"	"new"	0	"during"	"NN"	"IN"	"DT"	"lines"	"appos"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"access"	"million"	3	"in"	"NN"	"IN"	"NN"	"lines"	"xcomp"
"phone"	0	0	0	0	0	0	0	0	0	0	1	"another"	"on"	"``"	"."	"DT"	"."	"``"	"line"	"prep_on"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"_s"	"fund"	"be"	"NN"	"VBP"	"VBN"	"lines"	"nsubjpass"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"the"	"over"	"."	"NN"	"."	"X"	"lines"	"prep_over"
"phone"	0	0	0	1	0	0	1	0	0	1	0	"subscriber"	"in"	"increase"	"charge"	"NN"	"NNS"	"CC"	"line"	"nn"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"dozen"	"a"	"at"	"NN"	"IN"	"DT"	"lines"	"dobj"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"and"	","	"into"	"NN"	"IN"	"DT"	"lines"	"nsubjpass"
"phone"	0	0	0	1	0	0	0	0	0	0	0	"private"	"dedicated"	"of"	"and"	"JJ"	"CC"	"JJ"	"lines"	"prep_of"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"of"	"hundred"	"and"	"NN"	"CC"	"NN"	"lines"	"prep_of"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"new"	"for"	"since"	"NN"	"IN"	"DT"	"lines"	"prep_for"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"new"	"stimulate"	"growth"	"NN"	"NN"	"IN"	"line"	"nn"
"phone"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"stay"	","	"DT"	","	"VBG"	"line"	"prep_on"
"phone"	0	0	0	0	0	0	1	0	0	1	0	"-"	"telephone"	"large"	"increase"	":"	"NN"	"RB"	"line"	"nn"
"phone"	0	0	0	1	0	0	0	0	0	1	0	"telephone"	"new"	"in"	","	"NN"	","	"JJ"	"lines"	"prep_in"
